Map,Team,Round,Side,Time to engagement,Time at Plant,Site,Plant XvY,Result,Pistol,Date,Tier
Breeze,UR,2,Attack,1:31,2:52,B,2v3,Win,,2026-06-25,
Breeze,UR,3,Attack,0:59,,,,Win,,2026-06-25,
Breeze,UR,4,Attack,1:19,0:59,B,2v3,Win,,2026-06-25,
Breeze,UR,5,Attack,1:12,0:54,A,5v4,Win,,2026-06-25,
Breeze,UR,6,Attack,1:01,0:10,A,2v5,Loss,,2026-06-25,
Breeze,UR,7,Attack,1:24,0:11,A,3v1,Win,,2026-06-25,
Breeze,UR,8,Attack,0:58,0:44,A,5v2,Win,,2026-06-25,
Breeze,UR,9,Attack,0:42,,,,Loss,,2026-06-25,
Breeze,UR,10,Attack,1:24,,,,Loss,,2026-06-25,
Breeze,UR,11,Attack,1:24,1:16,A,5v3,Win,,2026-06-25,
Breeze,UR,12,Attack,1:27,1:15,A,5v2,Win,,2026-06-25,
Breeze,UR,13,Defence,1:21,,,,Win,Win,2026-06-25,
Breeze,UR,14,Defence,1:19,,,,Win,,2026-06-25,
Breeze,UR,15,Defence,1:21,1:21,A,5v5,Loss,,2026-06-25,
Breeze,UR,16,Defence,1:25,1:10,A,3v5,Win,,2026-06-25,
Breeze,UR,17,Defence,1:32,,,,Loss,,2026-06-25,
Breeze,UR,18,Defence,1:12,0:59,B,4v4,Win,,2026-06-25,
Breeze,UR,19,Defence,1:18,1:02,B,4v3,Win,,2026-06-25,
Breeze,UR,20,Defence,1:23,,,,Win,,2026-06-25,
Breeze,UR,21,Defence,1:26,1:14,B,3v4,Loss,,2026-06-25,
Breeze,UR,22,Defence,1:26,,,,Win,,2026-06-25,
Breeze,UR,23,Defence,1:24,1:15,B,2v4,Loss,,2026-06-25,
Breeze,UR,24,Defence,1:18,0:58,A,1v3,Loss,,2026-06-25,
Ascent,RA,1,Defence,1:01,,,,Loss,Loss,2026-06-25,
Ascent,RA,2,Defence,1:11,,,,Loss,,2026-06-25,
Ascent,RA,3,Defence,1:29,,,,Win,,2026-06-25,
Ascent,RA,4,Defence,1:31,,,,Win,,2026-06-25,
Ascent,RA,5,Defence,0:51,0:32,B,2v4,Loss,,2026-06-25,
Ascent,RA,6,Defence,1:28,,,,Win,,2026-06-25,
Ascent,RA,7,Defence,1:28,1:19,A,2v4,Loss,,2026-06-25,
Ascent,RA,8,Defence,0:59,0:59,A,5v5,Loss,,2026-06-25,
Ascent,RA,9,Defence,1:10,0:23,A,1v4,Loss,,2026-06-25,
Ascent,RA,10,Defence,1:17,,,,Win,,2026-06-25,
Ascent,RA,11,Defence,1:17,1:01,B,3v5,Win,,2026-06-25,
Ascent,RA,12,Defence,1:35,1:28,A,3v4,Loss,,2026-06-25,
Ascent,RA,13,Attack,1:14,1:00,A,3v2,Win,Win,2026-06-25,
Ascent,RA,14,Attack,1:18,1:04,A,4v5,Win,,2026-06-25,
Ascent,RA,15,Attack,1:26,1:14,B,4v4,Win,,2026-06-25,
Ascent,RA,16,Attack,1:08,0:39,B,3v2,Win,,2026-06-25,
Ascent,RA,17,Attack,1:10,0:45,B,2v1,Loss,,2026-06-25,
Ascent,RA,18,Attack,1:17,0:57,A,2v2,Win,,2026-06-25,
Ascent,RA,19,Attack,1:17,1:03,A,4v2,Win,,2026-06-25,
Ascent,RA,20,Attack,1:07,,,,Win,,2026-06-25,
Ascent,RA,21,Attack,1:21,1:06,A,3v4,Loss,,2026-06-25,
Ascent,RA,22,Attack,1:15,,,,Win,,2026-06-25,
Ascent,RA,23,Attack,1:19,0:56,A,3v4,Win,,2026-06-25,
Ascent,RA,24,Attack,1:33,0:42,B,4v3,Win,,2026-06-25,
Split,INSOMNIA,1,Attack,1:29,,,,Win,Win,2026-06-26,
Split,INSOMNIA,2,Attack,1:33,,,,Win,,2026-06-26,
Split,INSOMNIA,3,Attack,1:34,,,,Loss,,2026-06-26,
Split,INSOMNIA,4,Attack,1:29,0:58,B,3v1,Win,,2026-06-26,
Split,INSOMNIA,5,Attack,1:10,0:24,B,2v4,Loss,,2026-06-26,
Split,INSOMNIA,6,Attack,1:27,1:14,B,4v3,Win,,2026-06-26,
Split,INSOMNIA,7,Attack,1:26,1:07,A,5v3,Win,,2026-06-26,
Split,INSOMNIA,8,Attack,1:32,1:21,B,4v2,Win,,2026-06-26,
Split,INSOMNIA,9,Attack,1:31,0:26,A,1v3,Loss,,2026-06-26,
Split,INSOMNIA,10,Attack,1:35,,,,Win,,2026-06-26,
Split,INSOMNIA,11,Attack,1:20,0:34,A,3v1,Win,,2026-06-26,
Split,INSOMNIA,12,Attack,1:24,1:04,B,3v1,Win,,2026-06-26,
Split,INSOMNIA,13,Defence,1:31,0:28,B,2v3,Loss,Loss,2026-06-26,
Split,INSOMNIA,14,Defence,1:16,,,,Loss,,2026-06-26,
Split,INSOMNIA,15,Defence,1:15,0:25,A,3v4,Win,,2026-06-26,
Split,INSOMNIA,16,Defence,1:08,,,,Win,,2026-06-26,
Split,INSOMNIA,17,Defence,1:29,1:20,A,4v4,Win,,2026-06-26,
Split,INSOMNIA,18,Defence,1:28,,,,Win,,2026-06-26,
Split,INSOMNIA,19,Defence,1:31,1:19,A,2v3,Loss,,2026-06-26,
Split,INSOMNIA,20,Defence,1:32,0:42,B,3v3,Win,,2026-06-26,
Split,INSOMNIA,21,Defence,1:22,,,,Win,,2026-06-26,
Split,INSOMNIA,22,Defence,1:34,1:04,A,1v4,Loss,,2026-06-26,
Split,INSOMNIA,23,Defence,1:33,,,,Loss,,2026-06-26,
Split,INSOMNIA,24,Defence,1:32,1:06,A,2v3,Loss,,2026-06-26,
Lotus,Rare Atom,1,Attack,1:13,0:55,C,5v3,Win,Win,2026-06-26,
Lotus,Rare Atom,2,Attack,1:52,0:42,A,4v3,Win,,2026-06-26,
Lotus,Rare Atom,3,Attack,1:00,0:37,A,4v2,Win,,2026-06-26,
Lotus,Rare Atom,4,Attack,1:28,1:04,A,4v3,Win,,2026-06-26,
Lotus,Rare Atom,5,Attack,1:30,,,,Loss,,2026-06-26,
Lotus,Rare Atom,6,Attack,1:31,,,,Loss,,2026-06-26,
Lotus,Rare Atom,7,Attack,1:30,1:11,C,5v3,Win,,2026-06-26,
Lotus,Rare Atom,8,Attack,1:33,0:38,C,2v4,Loss,,2026-06-26,
Lotus,Rare Atom,9,Attack,1:10,0:38,C,2v2,Loss,,2026-06-26,
Lotus,Rare Atom,10,Attack,1:32,,,,Loss,,2026-06-26,
Lotus,Rare Atom,11,Attack,1:14,1:08,A,4v3,Win,,2026-06-26,
Lotus,Rare Atom,12,Attack,1:24,1:14,C,5v3,Win,,2026-06-26,
Lotus,Rare Atom,13,Defence,1:32,,,,Win,Win,2026-06-26,
Lotus,Rare Atom,14,Defence,1:28,,,,Win,,2026-06-26,
Lotus,Rare Atom,15,Defence,1:34,,,,Loss,,2026-06-26,
Lotus,Rare Atom,16,Defence,1:12,0:09,C,4v2,Win,,2026-06-26,
Lotus,Rare Atom,17,Defence,1:16,0:51,A,4v3,Loss,,2026-06-26,
Lotus,Rare Atom,18,Defence,1:31,,,,Loss,,2026-06-26,
Lotus,Rare Atom,19,Defence,0:58,0:58,C,5v5,Loss,,2026-06-26,
Lotus,Rare Atom,20,Defence,1:30,0:22,C,4v3,Win,,2026-06-26,
Lotus,Rare Atom,21,Defence,1:07,0:48,C,2v3,Loss,,2026-06-26,
Lotus,Rare Atom,22,Defence,1:32,1:16,C,4v5,Loss,,2026-06-26,
Lotus,Rare Atom,23,Defence,1:25,1:09,A,2v2,Loss,,2026-06-26,
Lotus,Rare Atom,24,Defence,1:36,,,,Win,,2026-06-26,
Split,ENC Japan,1,Attack,1:22,1:10,A,3v1,Win,Win,2026-06-26,
Split,ENC Japan,2,Attack,1:14,,,,Loss,,2026-06-26,
Split,ENC Japan,3,Attack,1:28,,,,Loss,,2026-06-26,
Split,ENC Japan,4,Attack,1:33,,,,Loss,,2026-06-26,
Split,ENC Japan,5,Attack,1:26,1:06,A,1v1,Loss,,2026-06-26,
Split,ENC Japan,6,Attack,1:35,1:06,B,4v2,Win,,2026-06-26,
Split,ENC Japan,7,Attack,1:14,0:50,A,4v1,Win,,2026-06-26,
Split,ENC Japan,8,Attack,1:36,1:08,A,4v2,Win,,2026-06-26,
Split,ENC Japan,9,Attack,1:01,,,,Loss,,2026-06-26,
Split,ENC Japan,10,Attack,0:59,,,,Loss,,2026-06-26,
Split,ENC Japan,11,Attack,1:26,,,,Loss,,2026-06-26,
Split,ENC Japan,12,Attack,1:21,,,,Loss,,2026-06-26,
Split,ENC Japan,13,Defence,1:34,,,,Win,Win,2026-06-26,
Split,ENC Japan,14,Defence,1:34,,,,Win,,2026-06-26,
Split,ENC Japan,15,Defence,1:35,,,,Loss,,2026-06-26,
Split,ENC Japan,16,Defence,1:10,,,,Loss,,2026-06-26,
Split,ENC Japan,17,Defence,1:30,1:19,A,2v4,Loss,,2026-06-26,
Split,ENC Japan,18,Defence,1:31,1:01,B,2v3,Loss,,2026-06-26,
Split,ENC Japan,19,Defence,0:41,0:31,B,3v5,Loss,,2026-06-26,
Split,ENC Japan,20,Defence,1:12,,,,Win,,2026-06-26,
Split,ENC Japan,21,Defence,1:29,,,,Win,,2026-06-26,
Split,ENC Japan,22,Defence,1:24,,,,Win,,2026-06-26,
Split,ENC Japan,23,Defence,1:04,0:26,A,2v2,Loss,,2026-06-26,
Split,ENC Japan,24,Defence,1:27,0:25,A,4v3,Win,,2026-06-26,
Split,UR,1,Attack,1:34,,,,Loss,Loss,2026-06-26,
Split,UR,2,Attack,1:29,,,,Loss,,2026-06-26,
Split,UR,3,Attack,1:02,0:27,A,5v1,Win,,2026-06-26,
Split,UR,4,Attack,1:05,0:43,B,2v2,Loss,,2026-06-26,
Split,UR,5,Attack,1:18,1:00,B,5v3,Win,,2026-06-26,
Split,UR,6,Attack,0:47,,,,Win,,2026-06-26,
Split,UR,7,Attack,1:27,0:49,A,4v3,Win,,2026-06-26,
Split,UR,8,Attack,1:31,0:42,B,4v1,Win,,2026-06-26,
Split,UR,9,Attack,1:28,,,,Loss,,2026-06-26,
Split,UR,10,Attack,1:28,0:57,B,4v3,Loss,,2026-06-26,
Split,UR,11,Attack,1:05,0:40,B,4v2,Win,,2026-06-26,
Split,UR,12,Attack,1:08,0:47,B,4v1,Win,,2026-06-26,
Split,UR,13,Defence,1:31,1:14,A,1v2,Loss,Loss,2026-06-26,
Split,UR,14,Defence,1:26,1:14,B,2v4,Loss,,2026-06-26,
Split,UR,15,Defence,1:24,,,,Win,,2026-06-26,
Split,UR,16,Defence,1:15,,,,Win,,2026-06-26,
Split,UR,17,Defence,1:21,,,,Win,,2026-06-26,
Split,UR,18,Defence,1:14,,,,Win,,2026-06-26,
Split,UR,19,Defence,1:06,1:06,A,5v5,Win,,2026-06-26,
Split,UR,20,Defence,1:26,,,,Loss,,2026-06-26,
Split,UR,21,Defence,1:22,1:12,B,4v4,Win,,2026-06-26,
Split,UR,22,Defence,1:29,1:19,A,4v3,Loss,,2026-06-26,
Split,UR,23,Defence,1:32,1:03,B,1v3,Loss,,2026-06-26,
Split,UR,24,Defence,1:21,1:11,A,2v2,Loss,,2026-06-26,
Haven,VARREL,1,Defence,1:05,0:48,A,1v4,Loss,Loss,2026-06-29,
Haven,VARREL,2,Defence,1:32,0:59,B,3v5,Loss,,2026-06-29,
Haven,VARREL,3,Defence,1:11,,,,Win,,2026-06-29,
Haven,VARREL,4,Defence,1:35,0:54,C,2v4,Loss,,2026-06-29,
Haven,VARREL,5,Defence,1:10,0:28,C,2v2,Loss,,2026-06-29,
Haven,VARREL,6,Defence,0:59,0:15,C,4v2,Win,,2026-06-29,
Haven,VARREL,7,Defence,1:24,,,,Win,,2026-06-29,
Haven,VARREL,8,Defence,1:22,0:58,B,4v3,Loss,,2026-06-29,
Haven,VARREL,9,Defence,1:30,0:39,C,2v5,Loss,,2026-06-29,
Haven,VARREL,10,Defence,1:29,0:43,C,4v3,Loss,,2026-06-29,
Haven,VARREL,11,Defence,1:26,1:15,C,3v4,Loss,,2026-06-29,
Haven,VARREL,12,Defence,1:35,1:18,B,5V4,Loss,,2026-06-29,
Haven,VARREL,13,Attack,1:18,,,,Loss,Loss,2026-06-29,
Haven,VARREL,14,Attack,0:58,,,,Loss,,2026-06-29,
Haven,VARREL,15,Attack,1:33,1:14,A,4v2,Win,,2026-06-29,
Haven,VARREL,16,Attack,1:15,0:42,A,1v1,Loss,,2026-06-29,
Haven,VARREL,17,Attack,1:22,1:08,C,3v2,Loss,,2026-06-29,
Haven,VARREL,18,Attack,1:29,,,,Loss,,2026-06-29,
Haven,VARREL,19,Attack,1:33,,,,Loss,,2026-06-29,
Haven,VARREL,20,Attack,1:33,,,,Win,,2026-06-29,
Haven,VARREL,21,Attack,1:19,,,,Win,,2026-06-29,
Haven,VARREL,22,Attack,1:04,,,,Loss,,2026-06-29,
Haven,VARREL,23,Attack,1:25,0:40,A,2v3,Loss,,2026-06-29,
Haven,VARREL,24,Attack,1:27,,,,Loss,,2026-06-29,
