Map,Team,Round,Side,Time to engagement,Time at Plant,Site,Plant XvY,Result,Pistol,Date,Tier
Ascent,ODG,9,Defence,1:14,1:03,A,2v4,Loss,,2026-06-17,
Ascent,ODG,10,Defence,0:48,,,,Loss,,2026-06-17,
Ascent,ODG,11,Defence,1:13,,A,,Loss,,2026-06-17,
Ascent,ODG,12,Defence,0:46,,,,Win,,2026-06-17,
Ascent,ODG,13,Attack,0:41,0:23,B,4v5,Win,Win,2026-06-17,
Ascent,ODG,14,Attack,1:29,0:48,A,4v1,Win,,2026-06-17,
Ascent,ODG,15,Attack,1:03,,,,Loss,,2026-06-17,
Ascent,ODG,16,Attack,1:21,,,,Loss,,2026-06-17,
Ascent,ODG,17,Attack,1:23,,,,Loss,,2026-06-17,
Ascent,ODG,18,Attack,1:09,,,,Loss,,2026-06-17,
Ascent,ODG,19,Attack,1:07,0:48,A,3v3,Loss,,2026-06-17,
Ascent,ODG,20,Attack,1:02,,,,Loss,,2026-06-17,
Ascent,ODG,21,Attack,1:24,,,,Loss,,2026-06-17,
Ascent,ODG,22,Attack,1:19,,,,Loss,,2026-06-17,
Ascent,ODG,23,Attack,1:05,,,,Loss,,2026-06-17,
Ascent,ODG,24,Attack,1:20,1:11,A,4v2,Win,,2026-06-17,
Lotus,Gen.G,1,Attack,1:20,,,,Loss,Loss,2026-06-18,
Lotus,Gen.G,2,Attack,1:18,,,,Loss,,2026-06-18,
Lotus,Gen.G,3,Attack,1:20,1:09,C,3v2,Win,,2026-06-18,
Lotus,Gen.G,4,Attack,0:58,0:11,A,3v1,Win,,2026-06-18,
Lotus,Gen.G,5,Attack,1:22,,,,Win,,2026-06-18,
Lotus,Gen.G,6,Attack,1:11,1:11,B,5v5,Win,,2026-06-18,
Lotus,Gen.G,7,Attack,0:55,0:42,C,4v4,Win,,2026-06-18,
Lotus,Gen.G,8,Attack,1:23,0:33,A,3v1,Win,,2026-06-18,
Lotus,Gen.G,9,Attack,1:06,0:29,A,4v1,Win,,2026-06-18,
Lotus,Gen.G,10,Attack,1:33,1:09,A,4v2,Win,,2026-06-18,
Lotus,Gen.G,11,Attack,1:06,0:20,A,2v3,Loss,,2026-06-18,
Lotus,Gen.G,12,Attack,1:33,1:14,A,4v2,Win,,2026-06-18,
Lotus,Gen.G,13,Defence,1:20,0:50,A,2v3,Loss,Loss,2026-06-18,
Lotus,Gen.G,14,Defence,1:08,0:47,A,4v5,Loss,,2026-06-18,
Lotus,Gen.G,15,Defence,1:31,0:48,B,1v5,Loss,,2026-06-18,
Lotus,Gen.G,16,Defence,1:24,,,,Loss,,2026-06-18,
Lotus,Gen.G,17,Defence,1:35,,,,Win,,2026-06-18,
Lotus,Gen.G,18,Defence,1:22,1:01,A,4v1,Win,,2026-06-18,
Lotus,Gen.G,19,Defence,0:58,,,,Loss,,2026-06-18,
Lotus,Gen.G,20,Defence,0:59,0:39,C,1v3,Loss,,2026-06-18,
Lotus,Gen.G,21,Defence,1:27,1:20,A,4v5,Loss,,2026-06-18,
Lotus,Gen.G,22,Defence,1:20,0:30,B,2v3,Loss,,2026-06-18,
Lotus,Gen.G,23,Defence,0:32,0:27,A,4v5,Loss,,2026-06-18,
Lotus,Gen.G,24,Defence,1:23,1:23,B,,Loss,,2026-06-18,
Split,Gen.G,1,Attack,1:30,,,,Loss,Loss,2026-06-18,
Split,Gen.G,2,Attack,1:10,0:53,A,4v5,Loss,,2026-06-18,
Split,Gen.G,3,Attack,1:27,0:13,B,3v2,Win,,2026-06-18,
Split,Gen.G,4,Attack,1:01,,,,Loss,,2026-06-18,
Split,Gen.G,5,Attack,1:20,,,,Loss,,2026-06-18,
Split,Gen.G,6,Attack,1:29,,,,Loss,,2026-06-18,
Split,Gen.G,7,Attack,1:31,0:47,B,3v3,Win,,2026-06-18,
Split,Gen.G,8,Attack,1:14,0:55,B,4v2,Win,,2026-06-18,
Split,Gen.G,9,Attack,1:30,0:53,A,2v3,Loss,,2026-06-18,
Split,Gen.G,10,Attack,0:39,0:20,A,4v2,Win,,2026-06-18,
Split,Gen.G,11,Attack,1:32,0:52,B,2v2,Loss,,2026-06-18,
Split,Gen.G,12,Attack,1:30,0:07,B,1v1,Win,,2026-06-18,
Split,Gen.G,13,Defence,1:22,0:10,A,4v3,Win,Win,2026-06-18,
Split,Gen.G,14,Defence,1:26,0:58,B,2v2,Win,,2026-06-18,
Split,Gen.G,15,Defence,1:25,0:59,B,3v1,Win,,2026-06-18,
Split,Gen.G,16,Defence,1:22,,,,Win,,2026-06-18,
Split,Gen.G,17,Defence,0:49,,,,Win,,2026-06-18,
Split,Gen.G,18,Defence,1:21,,,,Loss,,2026-06-18,
Split,Gen.G,19,Defence,1:14,1:14,A,5v5,Loss,,2026-06-18,
Split,Gen.G,20,Defence,1:24,,,,Win,,2026-06-18,
Split,Gen.G,21,Defence,1:27,,,,Win,,2026-06-18,
Split,Gen.G,22,Defence,1:31,,,,Win,,2026-06-18,
Split,Gen.G,23,Defence,0:44,0:35,B,2v4,Loss,,2026-06-18,
Split,Gen.G,24,Defence,1:28,,,,Loss,,2026-06-18,
Ascent,RRQ,1,Attack,1:03,0:04,A,1v2,Loss,Loss,2026-06-18,
Ascent,RRQ,2,Attack,1:08,,,,Loss,,2026-06-18,
Ascent,RRQ,3,Attack,1:30,,,,Loss,,2026-06-18,
Ascent,RRQ,4,Attack,1:33,,,,Loss,,2026-06-18,
Ascent,RRQ,5,Attack,1:04,0:25,A,5v2,Win,,2026-06-18,
Ascent,RRQ,6,Attack,1:04,0:53,B,4v1,Win,,2026-06-18,
Ascent,RRQ,7,Attack,1:29,,,,Loss,,2026-06-18,
Ascent,RRQ,8,Attack,1:26,0:43,B,2v3,Loss,,2026-06-18,
Ascent,RRQ,9,Attack,0:57,,,,Loss,,2026-06-18,
Ascent,RRQ,10,Attack,1:26,,,,Loss,,2026-06-18,
Ascent,RRQ,11,Attack,1:20,,,,Win,,2026-06-18,
Ascent,RRQ,12,Attack,1:28,1:20,A,4v4,Win,,2026-06-18,
Ascent,RRQ,13,Defence,1:09,0:58,B,1v4,Loss,Loss,2026-06-18,
Ascent,RRQ,14,Defence,1:11,,,,Loss,,2026-06-18,
Ascent,RRQ,15,Defence,0:50,0:14,B,1v1,Loss,,2026-06-18,
Ascent,RRQ,16,Defence,1:05,,,,Loss,,2026-06-18,
Ascent,RRQ,17,Defence,1:26,,,,Win,,2026-06-18,
Ascent,RRQ,18,Defence,1:26,0:58,A,2v4,Loss,,2026-06-18,
Ascent,RRQ,19,Defence,1:28,,,,Win,,2026-06-18,
Ascent,RRQ,20,Defence,1:18,1:06,A,3v4,Win,,2026-06-18,
Ascent,RRQ,21,Defence,1:35,,,,Win,,2026-06-18,
Ascent,RRQ,22,Defence,1:19,,,,Win,,2026-06-18,
Ascent,RRQ,23,Defence,1:25,,,,Win,,2026-06-18,
Ascent,RRQ,24,Defence,1:26,,,,Win,,2026-06-18,
Breeze,VARREL,1,Defence,1:20,,,,Loss,Loss,2026-06-18,
Breeze,VARREL,2,Defence,1:25,0:39,B,1v1,Loss,,2026-06-18,
Breeze,VARREL,3,Defence,1:31,1:14,A,2v3,Loss,,2026-06-18,
Breeze,VARREL,4,Defence,1:27,1:08,A,2v4,Loss,,2026-06-18,
Breeze,VARREL,5,Defence,1:33,1:02,A,1v2,Loss,,2026-06-18,
Breeze,VARREL,6,Defence,1:23,,,,Loss,,2026-06-18,
Breeze,VARREL,7,Defence,1:27,1:13,B,2v3,Loss,,2026-06-18,
Breeze,VARREL,8,Defence,1:26,1:14,B,2v4,Loss,,2026-06-18,
Breeze,VARREL,9,Defence,1:29,1:09,B,4v2,Win,,2026-06-18,
Breeze,VARREL,10,Defence,1:27,,,,Win,,2026-06-18,
Breeze,VARREL,11,Defence,1:30,0:57,A,3v3,Win,,2026-06-18,
Breeze,VARREL,12,Defence,1:27,,,,Win,,2026-06-18,
Breeze,VARREL,13,Attack,1:04,,,,Loss,Loss,2026-06-18,
Breeze,VARREL,14,Attack,1:22,,,,Loss,,2026-06-18,
Breeze,VARREL,15,Attack,1:20,1:11,A,4v3,Win,,2026-06-18,
Breeze,VARREL,16,Attack,1:27,1:12,A,5v3,Loss,,2026-06-18,
Breeze,VARREL,17,Attack,1:19,1:06,B,4v3,Win,,2026-06-18,
Breeze,VARREL,18,Attack,1:21,,,,Loss,,2026-06-18,
Breeze,VARREL,19,Attack,1:33,1:16,A,5v4,Win,,2026-06-18,
Breeze,VARREL,20,Attack,1:24,1:01,B,4v2,Win,,2026-06-18,
Breeze,VARREL,21,Attack,0:56,,,,Loss,,2026-06-18,
Breeze,VARREL,22,Attack,1:28,,,,Loss,,2026-06-18,
Breeze,VARREL,23,Attack,1:30,0:29,A,2v4,Loss,,2026-06-18,
Breeze,VARREL,24,Attack,1:26,1:19,B,5v3,Win,,2026-06-18,
Haven,Team Secret,1,Attack,1:31,0:55,B,2v3,Loss,Loss,2026-06-18,
Haven,Team Secret,2,Attack,1:34,,,,Loss,,2026-06-18,
Haven,Team Secret,3,Attack,1:05,0:51,B,4v3,Win,,2026-06-18,
Haven,Team Secret,4,Attack,1:17,1:13,B,5v4,Loss,,2026-06-18,
Haven,Team Secret,5,Attack,1:27,,,,Loss,,2026-06-18,
Haven,Team Secret,6,Attack,1:25,1:13,A,3v2,Win,,2026-06-18,
Haven,Team Secret,7,Attack,1:18,0:19,B,2v3,Loss,,2026-06-18,
Haven,Team Secret,8,Attack,1:27,1:15,A,4v1,Win,,2026-06-18,
Haven,Team Secret,9,Attack,1:31,0:53,A,3v4,Loss,,2026-06-18,
Haven,Team Secret,10,Attack,0:29,0:19,A,4v2,Win,,2026-06-18,
Haven,Team Secret,11,Attack,1:25,1:17,C,5v2,Win,,2026-06-18,
Haven,Team Secret,12,Attack,1:26,0:13,A,2v1,Win,,2026-06-18,
Haven,Team Secret,13,Defence,1:25,,,,Win,Win,2026-06-18,
Haven,Team Secret,14,Defence,1:15,1:02,C,4v3,Win,,2026-06-18,
Haven,Team Secret,15,Defence,1:21,1:06,B,4v1,Win,,2026-06-18,
Haven,Team Secret,16,Defence,1:30,0:57,A,3v2,Win,,2026-06-18,
Haven,Team Secret,17,Defence,1:00,,,,Loss,,2026-06-18,
Haven,Team Secret,18,Defence,1:28,,,,Win,,2026-06-18,
Haven,Team Secret,19,Defence,1:23,,,,Win,,2026-06-18,
Haven,Team Secret,20,Defence,1:24,,,,Win,,2026-06-18,
Haven,Team Secret,21,Defence,1:07,0:48,A,2v3,Loss,,2026-06-18,
Haven,Team Secret,22,Defence,0:36,0:19,C,4v4,Loss,,2026-06-18,
Haven,Team Secret,23,Defence,1:21,1:17,B,5v3,Win,,2026-06-18,
Haven,Team Secret,24,Defence,1:27,0:51,A,2v2,Loss,,2026-06-18,
Split,BLG Academy,1,Attack,1:29,1:07,A,4v4,Loss,Loss,2026-06-20,
Split,BLG Academy,2,Attack,0:59,,,,Loss,,2026-06-20,
Split,BLG Academy,3,Attack,1:36,0:36,B,4v2,Win,,2026-06-20,
Split,BLG Academy,4,Attack,1:20,1:20,A,5v5,Win,,2026-06-20,
Split,BLG Academy,5,Attack,1:22,0:31,B,5v2,Win,,2026-06-20,
Split,BLG Academy,6,Attack,1:17,0:53,A,2v3,Win,,2026-06-20,
Split,BLG Academy,7,Attack,1:19,,,,Win,,2026-06-20,
Split,BLG Academy,8,Attack,1:32,,,,Win,,2026-06-20,
Split,BLG Academy,9,Attack,0:23,0:22,A,4V5,Win,,2026-06-20,
Split,BLG Academy,10,Attack,1:31,,,,Win,,2026-06-20,
Split,BLG Academy,11,Attack,1:34,0:58,B,3v2,Win,,2026-06-20,
Split,BLG Academy,12,Attack,1:24,1:11,A,4v3,Win,,2026-06-20,
Split,BLG Academy,13,Defence,1:26,,,,Loss,Loss,2026-06-20,
Split,BLG Academy,14,Defence,1:14,1:01,A,4v4,Loss,,2026-06-20,
Split,BLG Academy,15,Defence,1:30,1:15,A,4v5,Win,,2026-06-20,
Split,BLG Academy,16,Defence,1:28,,,,Win,,2026-06-20,
Split,BLG Academy,17,Defence,1:18,,,,Win,,2026-06-20,
Split,BLG Academy,18,Defence,1:34,1:03,B,2v5,Loss,,2026-06-20,
Split,BLG Academy,19,Defence,1:29,,,,Win,,2026-06-20,
Split,BLG Academy,20,Defence,1:23,1:04,A,2v3,Loss,,2026-06-20,
Split,BLG Academy,21,Defence,1:24,1:01,B,3v1,Win,,2026-06-20,
Split,BLG Academy,22,Defence,1:30,1:05,B,2v5,Loss,,2026-06-20,
Split,BLG Academy,23,Defence,1:34,1:21,B,3v1,Win,,2026-06-20,
Split,BLG Academy,24,Defence,1:21,1:21,A,5v5,Win,,2026-06-20,
Lotus,S8ul,1,Attack,1:23,0:46,A,4v4,Win,Win,2026-06-20,
Lotus,S8ul,2,Attack,1:28,,,,Win,,2026-06-20,
Lotus,S8ul,3,Attack,1:34,1:00,A,3v3,Win,,2026-06-20,
Lotus,S8ul,4,Attack,1:31,1:10,C,4v1,Win,,2026-06-20,
Lotus,S8ul,5,Attack,1:25,0:33,C,3v2,Win,,2026-06-20,
Lotus,S8ul,6,Attack,1:17,1:00,A,4v4,Win,,2026-06-20,
Lotus,S8ul,7,Attack,1:23,,,,Win,,2026-06-20,
Lotus,S8ul,8,Attack,1:22,1:12,A,3v2,Win,,2026-06-20,
Lotus,S8ul,9,Attack,1:19,,,,Win,,2026-06-20,
Lotus,S8ul,10,Attack,1:29,1:20,A,5v4,Win,,2026-06-20,
Lotus,S8ul,11,Attack,1:34,,,,Loss,,2026-06-20,
Lotus,S8ul,12,Attack,1:32,,,,Loss,,2026-06-20,
Lotus,S8ul,13,Defence,0:33,,,,Win,Win,2026-06-20,
Lotus,S8ul,14,Defence,1:25,,,,Win,,2026-06-20,
Lotus,S8ul,15,Defence,1:26,0:13,C,2v1,Win,,2026-06-20,
Lotus,S8ul,16,Defence,1:21,,,,Win,,2026-06-20,
Lotus,S8ul,17,Defence,1:28,,,,Win,,2026-06-20,
Lotus,S8ul,18,Defence,1:20,1:13,A,4v5,Win,,2026-06-20,
Lotus,S8ul,19,Defence,1:30,,,,Win,,2026-06-20,
Lotus,S8ul,20,Defence,1:24,,,,Win,,2026-06-20,
Lotus,S8ul,21,Defence,1:35,,,,Win,,2026-06-20,
Lotus,S8ul,22,Defence,1:34,,,,Win,,2026-06-20,
Lotus,S8ul,23,Defence,1:33,,,,Win,,2026-06-20,
Lotus,S8ul,24,Defence,1:16,,,,Win,,2026-06-20,
Lotus,VARREL,1,Attack,1:22,,,,Win,Win,2026-06-22,
Lotus,VARREL,2,Attack,1:28,1:02,C,5v2,Win,,2026-06-22,
Lotus,VARREL,3,Attack,1:26,1:13,B,3v2,Win,,2026-06-22,
Lotus,VARREL,4,Attack,1:32,0:20,C,3v2,Win,,2026-06-22,
Lotus,VARREL,5,Attack,1:32,,,,Loss,,2026-06-22,
Lotus,VARREL,6,Attack,1:26,,,,Loss,,2026-06-22,
Lotus,VARREL,7,Attack,1:11,,,,Win,,2026-06-22,
Lotus,VARREL,8,Attack,1:21,0:48,A,1v1,Loss,,2026-06-22,
Lotus,VARREL,9,Attack,0:23,0:14,C,5v2,Win,,2026-06-22,
Lotus,VARREL,10,Attack,1:13,0:23,C,5v2,Win,,2026-06-22,
Lotus,VARREL,11,Attack,1:30,,,,Win,,2026-06-22,
Lotus,VARREL,12,Attack,1:36,1:04,C,4v2,Win,,2026-06-22,
Lotus,VARREL,13,Defence,1:27,1:22,B,3v3,Loss,Loss,2026-06-22,
Lotus,VARREL,14,Defence,0:54,,,,Loss,,2026-06-22,
Lotus,VARREL,15,Defence,1:29,1:22,C,3v5,Loss,,2026-06-22,
Lotus,VARREL,16,Defence,1:19,0:49,A,4v3,Win,,2026-06-22,
Lotus,VARREL,17,Defence,1:17,0:51,C,3v3,Win,,2026-06-22,
Lotus,VARREL,18,Defence,1:33,,,,Win,,2026-06-22,
Lotus,VARREL,19,Defence,1:33,1:20,A,3v5,Loss,,2026-06-22,
Lotus,VARREL,20,Defence,1:12,0:57,A,2v4,Loss,,2026-06-22,
Lotus,VARREL,21,Defence,1:09,0:57,A,4v5,Win,,2026-06-22,
Lotus,VARREL,22,Defence,1:28,1:03,C,1v2,Win,,2026-06-22,
Lotus,VARREL,23,Defence,1:29,,,,Win,,2026-06-22,
Lotus,VARREL,24,Defence,1:30,,,,Win,,2026-06-22,
Sunset,RRQ,1,Defence,1:36,1:04,A,3v4,Loss,Loss,2026-06-22,
Sunset,RRQ,2,Defence,1:04,0:51,A,1v5,Loss,,2026-06-22,
Sunset,RRQ,3,Defence,1:16,,,,Win,,2026-06-22,
Sunset,RRQ,4,Defence,1:33,,,,Win,,2026-06-22,
Sunset,RRQ,5,Defence,1:28,1:14,B,2v5,Loss,,2026-06-22,
Sunset,RRQ,6,Defence,1:30,,,,Win,,2026-06-22,
Sunset,RRQ,7,Defence,1:03,0:42,A,2v5,Loss,,2026-06-22,
Sunset,RRQ,8,Defence,1:15,,,,Win,,2026-06-22,
Sunset,RRQ,9,Defence,1:11,1:00,B,2v4,Loss,,2026-06-22,
Sunset,RRQ,10,Defence,1:33,1:13,A,2v5,Loss,,2026-06-22,
Sunset,RRQ,11,Defence,1:23,,,,Win,,2026-06-22,
Sunset,RRQ,12,Defence,1:34,,,,Win,,2026-06-22,
Sunset,RRQ,13,Attack,1:33,,,,Win,Win,2026-06-22,
Sunset,RRQ,14,Attack,0:53,0:31,B,4v5,Win,,2026-06-22,
Sunset,RRQ,15,Attack,1:26,,,,Loss,,2026-06-22,
Sunset,RRQ,16,Attack,1:27,,,,Loss,,2026-06-22,
Sunset,RRQ,17,Attack,1:35,,,,Loss,,2026-06-22,
Sunset,RRQ,18,Attack,1:11,,,,Loss,,2026-06-22,
Sunset,RRQ,19,Attack,1:03,,,,Loss,,2026-06-22,
Sunset,RRQ,20,Attack,1:09,0:37,A,2v2,Loss,,2026-06-22,
Sunset,RRQ,21,Attack,1:14,,,,Loss,,2026-06-22,
Sunset,RRQ,22,Attack,1:27,,,,Loss,,2026-06-22,
Sunset,RRQ,23,Attack,1:14,,,,Loss,,2026-06-22,
Sunset,RRQ,24,Attack,1:31,,,,Loss,,2026-06-22,
Haven,RRQ,1,Attack,1:00,,,,Loss,Loss,2026-06-22,
Haven,RRQ,2,Attack,1:28,,,,Loss,,2026-06-22,
Haven,RRQ,3,Attack,1:34,,,,Loss,,2026-06-22,
Haven,RRQ,4,Attack,1:24,,,,Loss,,2026-06-22,
Haven,RRQ,5,Attack,1:23,1:04,A,4v3,Win,,2026-06-22,
Haven,RRQ,6,Attack,1:15,1:02,A,4v4,Win,,2026-06-22,
Haven,RRQ,7,Attack,1:22,,,,Loss,,2026-06-22,
Haven,RRQ,8,Attack,1:28,,,,Loss,,2026-06-22,
Haven,RRQ,9,Attack,0:57,,,,Loss,,2026-06-22,
Haven,RRQ,10,Attack,1:33,0:31,C,3v1,Win,,2026-06-22,
Haven,RRQ,11,Attack,1:22,,,,Loss,,2026-06-22,
Haven,RRQ,12,Attack,1:20,,,,Loss,,2026-06-22,
Haven,RRQ,13,Defence,1:32,1:27,C,1v4,Loss,Loss,2026-06-22,
Haven,RRQ,14,Defence,1:21,1:01,C,4v5,Loss,,2026-06-22,
Haven,RRQ,15,Defence,1:32,,,,Win,,2026-06-22,
Haven,RRQ,16,Defence,1:25,0:16,B,2v2,Win,,2026-06-22,
Haven,RRQ,17,Defence,1:27,,,,Win,,2026-06-22,
Haven,RRQ,18,Defence,1:29,,,,Loss,,2026-06-22,
Haven,RRQ,19,Defence,1:16,1:11,A,4v5,Loss,,2026-06-22,
Haven,RRQ,20,Defence,0:58,0:58,A,5v5,Loss,,2026-06-22,
Haven,RRQ,21,Defence,1:01,0:54,B,4v5,Win,,2026-06-22,
Haven,RRQ,22,Defence,1:21,,,,Loss,,2026-06-22,
Haven,RRQ,23,Defence,1:20,,,,Win,,2026-06-22,
Haven,RRQ,24,Defence,1:26,,,,Win,,2026-06-22,
Haven,Gen.G,1,Attack,1:25,,,,Loss,Loss,2026-06-22,
Haven,Gen.G,2,Attack,1:09,,,,Loss,,2026-06-22,
Haven,Gen.G,3,Attack,1:10,,,,Loss,,2026-06-22,
Haven,Gen.G,4,Attack,1:24,,,,Loss,,2026-06-22,
Haven,Gen.G,5,Attack,1:28,0:28,A,3v1,Win,,2026-06-22,
Haven,Gen.G,6,Attack,1:25,0:28,C,3v1,Win,,2026-06-22,
Haven,Gen.G,7,Attack,1:22,,,,Win,,2026-06-22,
Haven,Gen.G,8,Attack,1:31,1:12,C,1v3,Loss,,2026-06-22,
Haven,Gen.G,9,Attack,1:24,,,,Loss,,2026-06-22,
Haven,Gen.G,10,Attack,1:20,0:26,B,3v3,Loss,,2026-06-22,
Haven,Gen.G,11,Attack,1:22,,,,Loss,,2026-06-22,
Haven,Gen.G,12,Attack,1:31,1:04,A,2v1,Win,,2026-06-22,
Haven,Gen.G,13,Defence,1:10,1:00,A,1v5,Loss,Loss,2026-06-22,
Haven,Gen.G,14,Defence,1:11,0:59,C,1v4,Loss,,2026-06-22,
Haven,Gen.G,15,Defence,1:25,1:00,A,1v3,Loss,,2026-06-22,
Haven,Gen.G,16,Defence,1:29,1:09,C,2v4,Loss,,2026-06-22,
Haven,Gen.G,17,Defence,1:23,1:13,A,5v4,Win,,2026-06-22,
Haven,Gen.G,18,Defence,1:23,,,,Loss,,2026-06-22,
Haven,Gen.G,19,Defence,1:32,,,,Win,,2026-06-22,
Haven,Gen.G,20,Defence,0:43,0:13,A,4v4,Win,,2026-06-22,
Haven,Gen.G,21,Defence,1:27,,,,Win,,2026-06-22,
Haven,Gen.G,22,Defence,1:17,,,,Win,,2026-06-22,
Haven,Gen.G,23,Defence,1:34,,,,Loss,,2026-06-22,
Haven,Gen.G,24,Defence,1:34,,,,Loss,,2026-06-22,
Ascent,RIDDLE,1,Defence,1:21,0:58,B,1v2,Loss,Loss,2026-06-23,
Ascent,RIDDLE,2,Defence,1:01,,,,Loss,,2026-06-23,
Ascent,RIDDLE,3,Defence,1:14,,,,Win,,2026-06-23,
Ascent,RIDDLE,4,Defence,1:24,,,,Loss,,2026-06-23,
Ascent,RIDDLE,5,Defence,1:30,1:12,A,2v4,Loss,,2026-06-23,
Ascent,RIDDLE,6,Defence,1:00,1:00,A,5v5,Loss,,2026-06-23,
Ascent,RIDDLE,7,Defence,1:33,0:35,B,1v3,Loss,,2026-06-23,
Ascent,RIDDLE,8,Defence,1:18,0:32,B,1v3,Loss,,2026-06-23,
Ascent,RIDDLE,9,Defence,1:32,1:12,B,1v4,Loss,,2026-06-23,
Ascent,RIDDLE,10,Defence,1:30,,,,Win,,2026-06-23,
Ascent,RIDDLE,11,Defence,1:27,,,,Win,,2026-06-23,
Ascent,RIDDLE,12,Defence,1:23,1:13,A,3v4,Loss,,2026-06-23,
Ascent,RIDDLE,13,Attack,1:29,0:36,B,2v1,Win,Win,2026-06-23,
Ascent,RIDDLE,14,Attack,1:29,1:11,A,4v1,Win,,2026-06-23,
Ascent,RIDDLE,15,Attack,1:16,,,,Loss,,2026-06-23,
Ascent,RIDDLE,16,Attack,1:28,1:00,A,3v1,Win,,2026-06-23,
Ascent,RIDDLE,17,Attack,1:23,,,,Loss,,2026-06-23,
Ascent,RIDDLE,18,Attack,1:29,,,,Loss,,2026-06-23,
Ascent,RIDDLE,19,Attack,1:19,,,,Loss,,2026-06-23,
Ascent,RIDDLE,20,Attack,1:31,,,,Loss,,2026-06-23,
Ascent,RIDDLE,21,Attack,1:16,1:02,A,3v2,Win,,2026-06-23,
Ascent,RIDDLE,22,Attack,1:35,,,,Loss,,2026-06-23,
Ascent,RIDDLE,23,Attack,1:17,0:58,A,4v2,Win,,2026-06-23,
Ascent,RIDDLE,24,Attack,1:21,0:28,B,2v2,Loss,,2026-06-23,
Ascent,Team NZ,1,Attack,1:20,,,,Loss,Loss,2026-06-25,
Ascent,Team NZ,2,Attack,1:23,,,,Win,,2026-06-25,
Ascent,Team NZ,3,Attack,1:29,0:54,B,3v1,Win,,2026-06-25,
Ascent,Team NZ,4,Attack,1:07,0:43,B,3v3,Win,,2026-06-25,
Ascent,Team NZ,5,Attack,1:23,0:26,B,4v4,Loss,,2026-06-25,
Ascent,Team NZ,6,Attack,1:18,,,,Win,,2026-06-25,
Ascent,Team NZ,7,Attack,1:30,1:19,B,3v2,Win,,2026-06-25,
Ascent,Team NZ,8,Attack,1:20,0:39,A,2v2,Loss,,2026-06-25,
Ascent,Team NZ,9,Attack,1:30,,,,Loss,,2026-06-25,
Ascent,Team NZ,10,Attack,1:29,0:22,A,2v3,Win,,2026-06-25,
Ascent,Team NZ,11,Attack,1:25,0:29,B,3v3,Win,,2026-06-25,
Ascent,Team NZ,12,Attack,1:08,,,,Loss,,2026-06-25,
Ascent,Team NZ,13,Defence,0:55,,,,Win,Win,2026-06-25,
Ascent,Team NZ,14,Defence,1:04,,,,Win,,2026-06-25,
Ascent,Team NZ,15,Defence,0:33,0:15,B,1v2,Loss,,2026-06-25,
Ascent,Team NZ,16,Defence,1:32,1:25,A,3v5,Loss,,2026-06-25,
Ascent,Team NZ,17,Defence,1:17,,,,Loss,,2026-06-25,
Ascent,Team NZ,18,Defence,1:34,,,,Win,,2026-06-25,
Ascent,Team NZ,19,Defence,0:36,,,,Loss,,2026-06-25,
Ascent,Team NZ,20,Defence,0:48,,,,Loss,,2026-06-25,
Ascent,Team NZ,21,Defence,1:17,,,,Loss,,2026-06-25,
Ascent,Team NZ,22,Defence,1:06,,,,Win,,2026-06-25,
Ascent,Team NZ,23,Defence,0:50,0:32,B,4v5,Loss,,2026-06-25,
Ascent,Team NZ,24,Defence,1:29,,,,Loss,,2026-06-25,
Breeze,ARETE,1,Defence,1:31,1:08,B,3v5,Loss,Loss,2026-06-25,
Breeze,ARETE,2,Defence,1:24,1:18,B,4v4,Loss,,2026-06-25,
Breeze,ARETE,3,Defence,1:29,,,,Win,,2026-06-25,
Breeze,ARETE,4,Defence,1:34,,,,Loss,,2026-06-25,
Breeze,ARETE,5,Defence,1:32,1:20,A,2v1,Win,,2026-06-25,
Breeze,ARETE,6,Defence,0:59,0:39,B,2v4,Loss,,2026-06-25,
Breeze,ARETE,7,Defence,1:10,,,,Loss,,2026-06-25,
Breeze,ARETE,8,Defence,1:23,0:38,A,1v2,Loss,,2026-06-25,
Breeze,ARETE,9,Defence,1:33,,,,Loss,,2026-06-25,
Breeze,ARETE,10,Defence,1:31,1:20,B,2v3,Win,,2026-06-25,
Breeze,ARETE,11,Defence,1:28,,,,Loss,,2026-06-25,
Breeze,ARETE,12,Defence,1:35,0:59,A,1v2,Loss,,2026-06-25,
Breeze,ARETE,13,Attack,0:36,0:36,B,5v5,Loss,Loss,2026-06-25,
Breeze,ARETE,14,Attack,1:21,,,,Win,,2026-06-25,
Breeze,ARETE,15,Attack,1:34,,,,Win,,2026-06-25,
Breeze,ARETE,16,Attack,1:20,0:09,A,4v4,Win,,2026-06-25,
Breeze,ARETE,17,Attack,1:29,0:47,A,3v2,Win,,2026-06-25,
Breeze,ARETE,18,Attack,1:17,1:02,B,3v1,Win,,2026-06-25,
Breeze,ARETE,19,Attack,1:04,0:52,A,3v1,Win,,2026-06-25,
Breeze,ARETE,20,Attack,0:54,0:41,B,4v1,Win,,2026-06-25,
Breeze,ARETE,21,Attack,1:33,0:48,A,4v2,Win,,2026-06-25,
Breeze,ARETE,22,Attack,0:44,,,,Loss,,2026-06-25,
Breeze,ARETE,23,Attack,1:33,1:18,A,5v2,Win,,2026-06-25,
Breeze,ARETE,24,Attack,1:34,1:12,B,3v4,Win,,2026-06-25,
Breeze,UR,1,Attack,0:40,0:32,A,3v5,Loss,Loss,2026-06-25,
